i,si1,si2,si3,si4,si5,gi,yi,predicted_gi
366,15.046942,5.533748,4.791359,132.167219,7.897314,29.167779,,28.032856
367,13.448985,6.910889,3.000849,70.775833,13.755337,75.162648,,76.43977
368,21.157816,14.724569,8.733333,69.43726,8.654063,39.705234,,39.36268
369,10.071084,2.346074,-4.777244,50.74362,0.168574,36.546354,,38.118126
370,14.473536,12.832842,8.579988,190.505629,11.996269,32.069092,,32.765327
371,17.479541,9.671468,4.723325,59.640198,11.200428,47.794427,,49.299706
372,15.850184,5.644083,4.834722,31.681216,5.429136,24.097966,,24.664627
373,9.139393,2.863855,-5.111084,72.259411,0.998696,45.913295,,45.236725
374,18.930947,6.423795,4.70982,148.325819,18.518054,37.902398,,37.53811
375,21.992288,7.230331,4.666667,141.180002,1.061498,25.17049,,25.938845
376,21.615933,1.809174,-4.333333,140.178435,6.959051,27.122605,,28.038052
377,10.514087,8.842612,-0.0,1.245157,17.235227,60.634138,,62.597015
378,7.714151,3.392815,-6.161352,74.86912,21.392801,68.155119,,62.380013
379,6.152859,5.769287,-0.0,180.299124,12.90221,60.73252,,61.641586
380,16.796439,8.744796,4.666667,63.668966,17.116965,57.362007,,60.78681
381,5.79636,3.777092,-8.42478,119.416585,16.009344,67.971034,,65.21324
382,11.545577,4.35661,-1.960906,59.559036,14.32171,70.352384,,73.132706
383,20.522717,9.256363,4.676667,25.002876,14.62153,48.371169,,49.363518
384,13.856997,3.979214,-4.420571,77.671134,20.653156,72.71744,,69.22071
385,15.920751,12.365644,8.730939,163.537549,11.771788,30.844521,,31.269478
386,16.252553,14.739951,8.733333,196.235141,8.765683,13.225749,,13.478606
387,15.82451,10.953732,8.377364,172.397967,14.750069,40.0,,41.007004
388,21.262262,5.158155,4.681225,16.764176,9.691758,25.07988,,25.513206
389,10.403014,8.76104,-0.0,67.542398,2.923227,65.495118,,67.16043
390,11.212321,1.616535,-4.482836,47.225833,9.662482,38.357184,,37.65629
391,20.79716,13.594622,8.733333,63.561078,12.04814,51.229345,,53.78351
392,13.576867,13.194806,8.413782,196.889681,8.693,13.329081,,13.440403
393,18.998405,12.266408,8.733333,109.650178,8.761984,32.239821,,32.145752
394,21.619866,3.91092,-4.416725,149.850252,16.52967,58.507722,,59.029015
395,12.621807,8.915344,1.577709,168.370347,11.491708,48.079932,,49.407974
396,3.235684,0.337689,0.0,33.377941,10.789527,47.206683,,48.026558
397,17.083719,6.37889,4.715908,180.619522,1.950937,24.862718,,25.862999
398,20.432729,4.690783,3.22053,21.024826,5.518736,32.007097,,32.754242
399,14.381698,2.422271,-4.372221,149.018619,9.846299,26.904848,,27.49865
400,20.067817,2.681493,-4.347558,145.874388,14.03514,67.990318,,64.08949
401,9.371822,6.343285,-0.0,143.49392,15.607796,68.333333,,66.41216
402,16.944447,1.41344,-4.333333,26.686354,21.837636,27.122605,,29.394547
403,13.486912,8.977855,3.050561,89.1578,20.508287,64.050064,,63.57395
404,13.31651,7.063864,2.815608,101.757446,2.029049,49.972352,,51.182884
405,12.239479,10.43924,3.288762,106.098058,20.977879,52.736326,,50.55356
406,19.918202,10.498318,6.032546,171.943409,3.581504,14.569116,,14.673273
407,17.340786,9.577961,4.71004,135.544982,21.350012,24.899587,,26.211372
408,16.38011,0.504058,-4.333333,161.167652,13.134147,54.137235,,55.668236
409,17.913615,1.032091,-4.333333,106.248574,5.284997,41.656352,,43.43689
410,5.950629,4.793996,-0.536981,191.179168,1.546494,38.899226,,39.328712
411,21.309242,7.962964,4.666667,13.335389,6.600907,25.17049,,25.759598
412,15.878823,9.816686,4.745742,108.303605,17.897986,49.732952,,52.364876
413,18.110318,6.114288,4.757336,56.332069,1.687617,39.331364,,41.02015
414,19.501257,12.299718,8.733333,96.180067,7.798408,37.477275,,38.000206
415,20.104494,10.775384,7.285944,136.972756,2.904239,13.827638,,13.633405
416,15.698849,14.52974,8.721569,41.651678,3.479952,23.417882,,25.056274
417,14.386046,7.970009,4.062598,121.632198,1.367235,40.964472,,39.257423
418,15.460806,4.877185,4.050457,65.235234,15.440557,67.248072,,67.47322
419,20.615485,1.584438,-4.333333,176.16944,1.902597,27.122605,,27.497986
420,19.883255,9.16438,4.671083,26.678923,13.569319,46.460252,,48.668907
421,20.920983,11.682034,8.619239,20.481558,3.822975,13.259336,,13.439991
422,15.467164,6.351794,4.719939,191.823381,14.330823,48.136728,,50.013573
423,13.388874,1.362349,-4.418622,30.5804,10.971321,37.589262,,35.00608
424,19.388242,3.997072,-4.422291,30.507616,6.259235,26.62179,,28.553782
425,2.991536,2.304851,0.0,31.110518,18.272314,56.90192,,56.60392
426,19.962206,4.21508,0.079954,17.913881,18.003917,57.610771,,57.93508
427,12.879811,6.601277,2.081497,90.884912,20.639727,69.498565,,70.24833
428,8.419868,7.907141,-0.0,133.779139,0.007174,41.266256,,42.395836
429,18.157026,6.861365,4.669901,166.260336,14.088563,48.407697,,49.67901
430,14.503816,13.130574,8.584883,158.047027,0.161825,13.270411,,13.342024
431,9.818485,7.770782,-0.0,142.542184,2.341264,40.0,,40.82578
432,18.908488,14.154339,8.733333,94.519501,2.349477,38.14366,,38.412163
433,12.729944,9.565636,1.79602,141.71763,8.076399,36.116056,,37.36233
434,16.840194,14.365409,8.733333,191.611896,5.271369,13.222719,,13.376779
435,10.999297,3.610606,-4.639987,101.155112,7.615084,42.690146,,43.830536
436,14.960677,10.141835,4.852647,61.010623,5.491636,41.581512,,42.34719
437,11.157661,4.335969,-2.233876,157.962237,8.515415,35.005926,,34.470535
438,17.347715,10.077122,4.830309,47.277393,9.262844,36.220293,,36.18525
439,12.358516,10.427107,3.270827,46.860567,14.0817,62.979372,,62.769287
440,4.966084,1.019892,0.0,92.93988,17.326165,81.414567,,81.22576
441,5.54203,3.821852,-8.412624,123.87736,5.939877,24.784341,,24.125328
442,9.384599,3.3606,-5.148949,123.06588,18.567612,47.295856,,44.25717
443,19.239193,10.017491,4.786111,24.52478,16.290304,46.473129,,47.28755
444,14.851167,12.665882,8.636642,24.758706,18.174243,33.076555,,33.599632
445,17.629555,5.166936,4.682901,56.891798,4.008229,39.996032,,41.3956
446,18.838424,11.707795,8.633916,147.146561,1.439596,13.254612,,13.4449415
447,19.911805,10.129981,4.895781,82.261621,13.427706,65.949729,,66.85105
448,18.232834,0.10073,-4.333333,165.796379,15.434162,67.989083,,66.06048
449,12.836789,9.032557,2.001843,187.022823,2.45559,35.609941,,36.92637
450,10.812865,5.801568,-0.0,79.813332,2.108122,68.333333,,71.113045
451,18.060163,13.739869,8.733333,10.442276,13.152343,37.044385,,40.363678
452,7.168227,0.017266,-7.778053,114.23722,17.869117,49.535733,,50.485184
453,19.467,6.936737,4.667511,149.533995,17.92072,40.242851,,41.414047
454,19.034004,6.365236,4.71793,64.048712,1.967613,44.185023,,44.515236
455,15.316763,6.913745,4.683595,98.586864,16.088132,62.83113,,60.92206
456,14.29974,11.552396,6.766857,44.330551,19.884845,28.573666,,29.691626
457,16.517582,4.837077,3.868413,187.854749,9.949099,29.441387,,31.346497
458,14.161107,11.771089,6.547685,96.461058,1.555129,37.082866,,36.85036
459,13.884625,7.070357,3.530519,107.999217,5.308119,44.245859,,45.6409
460,8.790615,0.536441,-5.282645,44.21142,16.101031,52.587266,,53.11016
461,13.066455,2.638116,-4.411207,19.189,0.890816,26.684743,,28.531893
462,21.9073,10.826371,7.562424,12.033083,9.339501,13.688962,,13.588242
463,18.353345,7.10229,4.666667,163.901775,11.884732,39.51526,,39.883644
464,21.614781,2.290818,-4.336197,154.295661,20.984212,27.106616,,25.95618
465,9.080735,5.116869,-0.0,39.139146,4.595926,45.367518,,48.255104
466,15.923522,9.110838,4.668752,179.023631,2.559306,25.157533,,26.022438
467,3.859833,2.876179,0.0,136.860029,14.216841,68.326459,,68.9329
468,19.344206,11.076403,8.721317,131.369296,2.385044,17.820575,,17.811085
469,14.693441,3.642744,-4.397472,198.07624,21.636932,26.76252,,25.828445
470,20.823265,13.761365,8.733333,6.738359,5.463569,13.222719,,13.221007
471,21.78941,4.035924,-3.234153,84.850654,13.339826,70.545823,,67.92692
472,21.258353,11.4825,8.510094,97.996735,17.967296,53.739088,,55.441154
473,10.68036,2.82993,-4.635121,116.700894,18.261193,49.231713,,49.00035
474,4.318512,4.312473,0.0,16.65395,10.758865,46.958597,,47.68476
475,12.526806,1.366702,-4.389649,132.030926,16.736022,57.450819,,57.419304
476,11.417769,8.643141,-0.0,10.461044,20.132375,40.0,,45.579315
477,12.826932,10.250449,2.641717,111.366107,19.821449,55.32375,,51.95539
478,12.695383,8.198897,1.728376,142.40505,4.713225,36.279965,,37.770576
479,7.884093,6.385933,0.0,97.582125,12.035344,69.474178,,70.215324
480,18.886242,9.666642,4.722727,123.520129,17.263609,49.440102,,49.86512
481,18.910248,9.714264,4.729413,42.755515,4.277704,36.215054,,35.039993
482,16.604198,10.185251,4.99106,129.131732,16.431561,48.584249,,48.404358
483,13.751011,9.536801,3.376501,76.128458,10.462281,56.598934,,57.079903
484,20.688449,14.177612,8.733333,20.742568,12.831689,35.826758,,38.12968
485,13.558837,3.134024,-4.410545,75.502304,5.732058,49.770262,,50.795395
486,21.517657,10.639226,6.63283,52.572162,1.866094,31.326332,,30.092844
487,20.022074,3.543459,-4.392056,48.257123,6.558923,38.910704,,39.763077
488,8.995545,1.790944,-5.177616,124.58481,20.176846,40.708832,,34.852913
489,16.15292,9.109559,4.6687,104.585552,10.3514,42.687543,,44.352554
490,12.038246,6.752065,0.116722,82.647549,5.928286,67.751644,,68.65677
491,16.297111,6.880882,4.669085,43.558407,16.78535,51.900273,,52.830643
492,19.545091,9.929171,4.765516,171.710723,16.987786,43.535005,,44.969284
493,19.345481,11.554283,8.536434,172.201651,0.468592,13.286068,,13.279759
494,7.355592,5.25327,-0.0,56.787802,19.359696,64.528241,,67.55451
495,19.856321,9.930144,4.765725,123.07857,17.559744,48.271515,,49.0459
496,6.638691,6.242379,-0.0,155.8979,7.131635,40.0,,40.301643
497,16.512576,12.628937,8.733333,190.969462,14.718977,40.0,,41.42947
498,19.446693,12.493752,8.733333,183.920649,6.518465,13.222719,,13.458154
499,18.031198,3.846615,-4.411708,76.963141,20.458945,72.746452,,69.18242
500,13.902469,9.201911,3.5502,32.528603,6.20313,30.781184,,31.120852
501,18.61535,8.733737,4.666667,159.350284,3.715359,25.17049,,25.76712
502,20.503709,8.11109,4.666667,22.763436,16.393665,46.647358,,47.92108
503,15.22063,13.049115,8.6821,31.76486,10.496956,20.441373,,21.594784
504,6.3081,3.971685,-8.370873,71.165623,14.37578,68.294339,,66.32215
505,8.648781,4.771111,-0.9085,169.551713,21.264671,38.121796,,37.06279
506,8.862623,1.788218,-5.244402,116.556239,6.886605,33.656494,,34.995983
507,16.366145,14.097442,8.733333,117.235533,1.681668,28.794334,,28.428223
508,21.10689,9.683278,4.724795,185.167598,17.411133,41.975498,,45.031372
509,7.951805,7.191948,-0.0,115.015654,8.038448,53.775206,,52.936897
510,16.944894,9.589754,4.711523,1.995479,12.872187,43.214864,,46.008514
511,10.423513,8.170742,-0.0,161.875457,4.033408,40.0,,40.504585
512,20.013954,9.709672,4.728601,121.761672,1.692217,36.561695,,36.350586
513,10.477619,8.158289,-0.0,95.982736,3.380581,63.265083,,64.61815
514,16.432462,10.815699,7.502121,53.688032,18.191272,47.703332,,47.455315
515,21.990504,7.83743,4.666667,51.619277,6.621048,37.348561,,38.969246
516,17.426981,14.905569,8.733333,96.201907,8.445459,37.468427,,38.025177
517,4.161437,3.280149,0.0,45.468297,14.316477,74.190671,,75.7475
518,5.948433,1.586974,-8.703394,9.72046,17.982152,33.62141,,28.120827
519,9.743294,1.645462,-4.870699,33.848363,16.857857,43.529574,,44.199837
520,7.976294,0.953871,-5.909374,51.689262,8.231862,31.174196,,32.726963
521,9.726567,6.0687,-0.0,39.582012,4.176975,45.849659,,49.022606
522,21.024274,6.725594,4.67792,121.138613,14.223039,55.839919,,54.71717
523,16.768573,5.487243,4.773315,164.740729,0.079317,24.49964,,25.672287
524,21.600398,11.45257,8.531563,162.122993,6.223534,13.287645,,13.532264
525,14.928829,9.418446,4.624736,160.447403,14.049213,48.650667,,49.80198
526,21.37829,11.579706,8.554259,141.622675,13.025641,36.576033,,38.355724
527,14.03952,13.992804,8.504368,171.875571,7.156363,13.296456,,13.515617
528,19.112809,14.591113,8.733333,156.216904,21.756928,13.222719,,12.437155
529,18.196653,2.880425,-4.355487,40.75937,2.711189,37.384855,,36.835663
530,6.72338,2.083113,-8.654622,198.66865,16.189294,65.675231,,65.421646
531,21.219608,10.443995,5.815418,18.724906,3.445574,16.35477,,17.468306
532,17.124941,1.4073,-4.333333,130.123709,9.562243,34.055742,,34.24047
533,19.549653,7.881066,4.666667,43.035305,18.309351,45.371432,,46.536903
534,16.009366,7.955163,4.666667,48.77462,7.91801,37.221759,,37.602234
535,20.116039,12.917097,8.733333,67.937561,1.677237,38.93475,,38.490414
536,12.118656,7.2728,0.355215,39.572468,12.252362,58.824848,,61.115746
537,9.499171,5.901845,-0.0,101.366675,6.026465,60.068966,,60.81955
538,13.797778,10.071467,3.463936,190.151597,2.905203,31.114173,,32.159576
539,17.479146,11.118869,8.70998,78.921444,15.392407,68.307876,,66.88052
540,19.584915,7.800787,4.666667,116.892968,10.689908,40.631708,,43.30278
541,10.090903,5.21569,-0.0,121.307449,4.019758,50.604093,,51.740334
542,10.200425,2.249959,-4.734839,142.928573,2.22672,24.743415,,25.62062
543,20.177967,8.791381,4.666667,80.307271,4.434855,48.425149,,48.490685
544,15.039183,3.93218,-4.417626,171.738204,2.964412,26.648307,,27.363197
545,21.812007,0.666811,-4.333333,184.096996,7.123361,27.122605,,27.462421
546,13.498688,11.323999,5.569639,150.167778,20.911991,18.547755,,18.721558
547,18.827866,3.64178,-4.397425,57.118341,11.706872,49.893082,,50.594925
548,17.019949,6.636035,4.685608,159.363158,5.449086,25.052535,,25.476933
549,13.225433,10.316941,3.233953,28.553166,9.620078,31.95955,,32.66516
550,13.291973,5.388423,2.776518,100.910038,14.719931,67.610641,,68.888824
551,15.41693,11.045101,8.701368,122.13759,12.049306,43.509863,,43.582375
552,15.559212,5.920612,4.793094,140.759347,13.399199,45.061058,,46.068565
553,19.656389,10.251238,5.140864,76.667986,18.988965,55.273243,,54.11338
554,11.762623,10.560711,3.627503,145.736687,8.375311,30.473107,,30.386196
555,19.256385,6.634581,4.685739,177.456936,16.477024,46.180062,,46.372894
556,18.550567,0.293664,-4.333333,11.169664,3.44733,27.122605,,29.110369
557,11.002638,4.962868,-0.137181,27.643269,1.278724,39.716889,,42.850838
558,13.088932,6.364642,2.448529,172.612996,7.473553,34.422115,,35.921844
559,14.323429,4.054056,-2.722935,84.349297,17.977881,78.809248,,74.57333
560,16.302448,2.955807,-4.359432,82.262835,8.306049,50.029623,,50.322693
561,19.508606,12.325818,8.733333,191.828268,21.397309,13.222719,,12.437155
562,18.234813,6.448821,4.706711,150.049059,13.317009,45.156909,,46.278183
563,16.695539,13.316564,8.733333,196.199423,7.441196,13.222719,,13.431733
564,12.793362,5.867745,1.937137,46.703161,20.415642,53.882948,,52.21177
565,21.543222,11.536716,8.52406,19.245352,19.765343,19.748226,,19.612854
566,15.14699,5.951873,4.787367,76.91644,18.715542,56.547359,,56.564682
567,20.516413,12.127711,8.733333,100.05451,5.649422,35.963783,,36.179672
568,14.275823,11.326156,6.758541,114.051174,6.280901,30.322787,,29.486689
569,15.82912,5.660933,4.842553,195.326319,17.158832,42.413798,,45.18267
570,14.277782,3.240284,-4.376861,98.571036,15.430695,72.862537,,71.72371
571,21.629428,11.856108,8.701973,80.176573,10.835259,47.5644,,49.454742
572,14.906202,14.239559,8.644059,198.998052,21.28869,13.251349,,12.437155
573,13.465265,4.913482,2.711346,52.199602,10.475553,49.561217,,49.883728
574,16.29207,10.068966,4.822126,133.064942,21.887921,29.466908,,29.811407
575,7.970064,6.579675,-0.0,192.851323,10.79273,47.232504,,48.240166
576,21.094571,12.502509,8.733333,134.230207,11.075975,27.270046,,29.237387
577,20.789877,11.532814,8.521278,59.834971,16.913003,55.07687,,56.870544
578,11.065237,2.508803,-4.51537,106.225305,8.537859,40.855572,,42.20541
579,20.02016,12.929707,8.733333,0.292635,9.971704,14.144699,,13.987221
580,15.909892,14.848082,8.73061,176.757762,2.922787,13.22359,,13.364693
581,16.569584,7.716352,4.666667,80.876771,16.687139,65.702768,,67.6927
582,15.540968,13.264215,8.711285,60.241117,12.435213,50.912982,,54.626236
583,14.693966,8.820391,4.378422,190.116318,14.270005,49.933128,,51.763763
584,18.930111,2.321285,-4.336864,92.129639,17.557277,68.264901,,66.07273
585,6.72624,2.997942,-8.610538,57.529502,4.849861,33.928069,,31.517132
586,10.93425,6.104323,-0.0,16.925328,18.873597,53.933846,,52.91668
587,16.435385,11.230586,8.665712,116.436267,19.904036,31.010931,,32.942528
588,15.63224,12.383757,8.717783,30.613739,6.424437,13.227695,,13.767532
589,19.954519,11.849445,8.699782,14.618861,15.969135,40.0,,40.86177
590,21.784509,4.777864,3.604117,116.112955,7.467808,43.675089,,42.03644
591,10.235884,8.010962,-0.0,57.40295,5.998987,58.071847,,59.83763
592,6.241003,1.34926,-8.68709,72.384017,3.746041,40.0,,39.560616
593,15.948134,1.675586,-4.333526,144.964939,14.608401,67.9891,,68.71366
594,9.537155,2.044388,-4.945253,171.662336,11.788736,45.110282,,42.200394
595,21.689186,10.179785,4.980457,69.583137,18.240407,57.17713,,57.078217
596,21.596427,7.427655,4.666667,192.349121,5.881966,25.17049,,25.752726
597,15.17527,2.845656,-4.354355,190.71381,3.875427,27.005027,,27.335865
598,19.960953,7.425087,4.666667,41.207475,9.4861,36.230747,,34.279533
599,10.165739,2.214123,-4.743557,153.648972,10.464411,31.192526,,30.721972
600,14.205992,0.824612,-4.379355,123.106376,17.27486,55.588833,,55.478928
601,21.863597,12.76069,8.733333,183.784497,2.874335,13.222719,,13.329373
602,16.01259,8.408393,4.666667,120.507452,1.129826,37.093277,,37.10596
603,21.465025,13.944133,8.733333,140.427646,13.805142,39.327532,,41.87809
604,18.769966,10.450008,5.839837,148.734991,0.639926,16.122398,,16.73609
605,15.159313,8.741864,4.691179,77.020455,2.996281,48.292703,,48.48448
606,18.47368,12.230958,8.733333,50.300758,15.280223,54.197268,,55.09977
607,21.009542,13.185209,8.733333,7.351947,11.344937,28.117106,,29.006224
608,16.257887,14.833674,8.733333,94.424575,11.936813,52.608562,,54.571564
609,8.702796,0.007836,-5.332482,129.014466,17.786637,50.93712,,48.667923
610,21.929434,12.981579,8.733333,55.793988,17.461093,51.301054,,53.411026
611,14.343226,9.188497,4.018507,103.572182,11.041076,49.439,,50.533905
612,19.560569,14.849253,8.733333,49.133328,6.085905,29.556627,,29.685606
613,20.610508,7.915201,4.666667,59.501635,2.632629,41.59701,,42.705982
614,21.931617,7.192851,4.666667,130.094819,19.505151,39.638348,,37.64994
615,18.538644,12.020214,8.733333,178.278661,21.346358,13.222719,,12.437155
616,5.432648,3.417644,-8.517411,172.221293,20.735579,13.536814,,20.689478
617,7.9961,7.471414,-0.0,41.983015,14.038819,72.143032,,73.68309
618,18.758659,13.512787,8.733333,79.818782,1.992983,40.0,,39.655144
619,16.208356,8.619918,4.666667,177.576605,1.643579,25.17049,,26.125648
620,21.645422,12.677673,8.733333,51.305602,4.013921,30.813425,,30.608921
621,19.227371,11.079604,8.72059,193.360321,0.697129,13.226797,,13.204582
622,17.541772,8.789806,4.666667,123.831471,15.948599,54.919292,,51.56498
623,13.277119,3.701018,-4.419355,33.069153,3.171494,26.638484,,28.683004
624,13.115951,9.996243,2.493351,165.239806,13.99039,58.043394,,59.872467
625,21.211456,1.252242,-4.333333,131.13862,17.376646,51.455642,,52.65168
626,16.201696,9.389397,4.687919,109.290517,12.457569,51.141755,,51.31298
627,10.280008,9.914168,-0.0,50.265857,8.303106,54.177627,,54.630096
628,18.643144,10.946278,8.32336,8.031277,18.074895,33.300355,,34.148273
629,17.850963,13.361282,8.733333,46.675083,6.707378,27.936703,,28.377716
630,15.163432,14.734548,8.675775,72.222587,7.026208,40.0,,40.033165
631,20.849277,11.535436,8.52315,126.691007,17.269558,42.740241,,44.6463
632,13.106223,8.721697,2.477236,197.219619,11.082202,43.190406,,45.59738
633,15.779603,13.924696,8.726127,41.431329,5.741928,23.166563,,25.263027
634,10.216718,8.701355,-0.0,151.416788,16.114462,67.394879,,66.00097
635,7.015838,0.254744,-8.54061,177.265622,3.584899,13.284717,,13.387738
636,6.424281,1.812894,-8.675631,94.445972,20.263655,61.162697,,53.887665
637,18.847324,12.940661,8.733333,31.782705,4.888916,13.222719,,13.723663
638,8.239354,7.264448,-0.0,162.184157,1.839392,40.0,,40.418884
639,15.241829,12.672835,8.684249,95.301551,1.621434,37.82448,,38.01272
640,8.455903,3.141076,-5.48848,23.257506,16.930136,39.695844,,41.111053
641,20.355033,8.28437,4.666667,175.144123,17.988895,39.98616,,42.19188
642,15.025374,9.448251,4.698563,127.037276,16.289362,51.957202,,50.260963
643,16.747239,0.479865,-4.333333,19.45627,16.681473,47.043331,,46.943382
644,16.930406,9.220701,4.674168,181.687891,21.14629,25.123841,,25.23955
645,18.410054,5.436172,4.755466,7.003204,10.261349,28.522901,,28.589216
646,3.164814,0.742989,0.0,7.949939,17.313923,60.293931,,62.466667
647,21.685823,7.34355,4.666667,197.713578,9.296498,25.17049,,25.38387
648,19.106328,2.887656,-4.355724,137.23632,20.762059,26.997367,,26.664398
649,2.866973,1.846256,0.0,75.337839,0.028917,68.333333,,70.46697
650,11.901827,3.082413,-4.368454,100.864851,21.587894,55.357426,,54.87596
651,8.6464,2.197724,-5.36467,152.699136,12.544272,51.124542,,48.257523
652,14.913282,2.836083,-4.353981,9.774959,7.622352,27.007123,,28.45918
653,5.559026,0.639786,-8.719999,145.185531,12.265067,49.989185,,44.57641
654,16.760312,9.527969,4.703766,140.265612,6.595263,24.938949,,25.124235
655,14.947295,4.228003,0.229323,91.778165,3.499602,65.707375,,66.10352
656,16.429897,8.07895,4.666667,116.458962,14.635638,56.585408,,55.24804
657,15.616902,10.427446,5.7485,67.81796,15.052461,65.745494,,64.80504
658,8.00085,7.48674,-0.0,34.125083,17.433006,59.712789,,61.522766
659,15.211404,8.037016,4.688367,79.838681,7.669738,48.30792,,48.289734
660,12.925092,6.677747,2.164438,183.955439,5.501644,35.1906,,36.435257
661,4.035141,1.858984,0.0,45.209087,7.590074,50.902256,,51.83506
662,14.090073,7.355359,3.75417,72.201339,7.229917,52.928106,,53.766037
663,16.945361,12.794972,8.733333,64.912403,20.404682,37.264778,,39.072815
664,18.009149,13.108911,8.733333,16.716423,16.633594,37.835962,,40.230167
665,18.507867,4.054415,-2.725191,102.533107,6.34125,49.851775,,50.363495
666,16.35412,3.12692,-4.367753,166.572965,13.335957,56.614199,,57.54348
667,20.271946,8.474694,4.666667,180.9227,16.852646,44.620539,,46.041786
668,10.251616,9.604677,-0.0,144.719182,18.615352,55.40202,,52.583664
669,9.714221,6.255434,-0.0,76.599165,19.843586,85.669434,,83.22582
670,11.781632,3.089633,-4.370196,59.603411,13.105557,56.648164,,56.925934
671,21.67735,14.218997,8.733333,138.342327,1.507795,13.222719,,13.499908
672,17.639466,1.231068,-4.333333,176.091385,4.796954,27.122605,,27.680973
673,10.810372,1.585641,-4.574291,184.909662,19.126987,42.578515,,38.5811
674,8.755629,2.130617,-5.302525,16.250555,9.112793,20.735628,,24.117355
675,3.649448,2.496907,0.0,96.534603,14.546601,84.014936,,81.935036
676,18.713223,9.31438,4.68104,25.653011,17.236666,42.912539,,45.812103
677,15.393831,8.605646,4.679965,50.582232,5.453492,37.140243,,38.554764
678,5.023352,0.781168,-8.732919,176.792307,12.197356,49.352951,,47.70495
679,17.39923,13.968021,8.733333,39.255383,5.050879,20.405835,,23.017595
680,12.797339,10.929925,4.730286,24.270731,0.152081,24.772156,,25.710766
681,19.285432,11.067625,8.723304,108.738999,16.866067,53.108999,,53.221786
682,8.70446,0.951068,-5.331537,62.92415,0.480331,40.1109,,39.692375
683,21.470926,12.906608,8.733333,76.408183,8.648276,40.0,,39.84424
684,14.153181,14.016077,8.525178,158.307853,5.555883,13.289712,,13.526294
685,20.763386,14.765975,8.733333,167.835896,4.492772,13.222719,,13.463746
686,18.596034,12.884082,8.733333,136.047277,14.570148,40.0,,40.97702
687,17.287551,11.783385,8.672293,83.384401,20.124326,40.0,,42.696274
688,17.00249,7.700661,4.666667,128.577962,0.151856,34.503484,,32.284367
689,16.714119,2.664037,-4.346884,42.81629,16.42131,54.49045,,55.30738
690,7.492659,5.978842,-0.0,123.454161,17.592757,63.203653,,64.87151
691,19.552577,2.008969,-4.333378,135.038229,19.971577,27.940122,,30.865925
692,0.772656,0.463343,0.0,120.204697,21.440627,57.225835,,53.79339
693,16.415905,14.087126,8.733333,69.261901,2.636997,39.61447,,39.08596
694,7.664577,4.519591,-1.726339,72.880274,11.417335,65.648068,,66.03784
695,20.705212,4.433008,1.914841,34.296215,18.083446,51.833374,,52.35121
696,6.153518,4.994044,-0.016533,159.072314,14.014502,68.333129,,68.18843
697,15.718921,7.006023,4.669989,98.533382,20.986028,48.330703,,47.411575
698,17.545297,9.722976,4.730963,70.924571,20.83238,52.532405,,51.892998
699,14.459891,0.378423,-4.369151,155.01224,21.265315,26.922094,,25.885635
700,20.731928,12.633099,8.733333,47.360961,1.481572,28.414962,,27.98648
701,9.147255,8.385488,-0.0,168.96669,9.625765,40.0,,39.91121
702,20.317174,12.811499,8.733333,163.305394,7.058479,13.222719,,13.576719
703,14.094465,5.218188,3.758899,169.245673,2.949145,29.922397,,30.51674
704,17.320629,6.6904,4.680585,74.03737,2.960873,48.349999,,48.741577
705,5.313689,0.813592,-8.727744,76.645906,17.730849,68.30845,,68.24797
706,13.165487,2.656613,-4.415785,172.26695,11.544814,42.562214,,40.929127
707,18.413025,9.942121,4.767856,92.781839,20.773653,50.702637,,49.69165
708,21.257751,4.962435,4.469741,114.109644,21.743482,42.896367,,41.83684
709,17.265995,13.477292,8.733333,139.061362,9.017672,13.369137,,13.870233
710,3.499727,1.772328,0.0,192.183455,8.166133,40.0,,39.74775
711,15.237612,14.826269,8.683822,109.262596,4.99079,32.402013,,32.095108
712,16.849262,8.099731,4.666667,127.315315,9.812681,35.886887,,33.222504
713,19.677208,10.603761,6.474937,114.178498,5.856872,30.263877,,29.32003
714,19.835984,14.992374,8.733333,185.422429,10.100121,15.548961,,18.353813
715,10.423564,4.31774,-2.707102,172.753114,9.523917,33.671421,,32.610573
716,21.160652,6.217838,4.740113,33.96785,5.711716,24.71008,,25.29927
717,14.789708,6.972599,4.477342,35.739806,2.941719,28.035901,,29.039818
718,21.51316,11.459356,8.526833,48.700874,9.223025,29.288639,,29.730494
719,12.988921,12.273061,8.420115,150.355871,11.150931,26.651638,,27.50935
720,5.74679,1.503323,-8.712847,39.826875,7.13514,21.185027,,21.398756
721,17.651682,2.671754,-4.347182,196.588102,15.063154,67.990285,,67.995834
722,20.575048,5.394524,4.741167,141.92774,9.748057,24.703412,,24.565895
723,17.40107,0.85057,-4.333333,35.087229,9.584588,27.325891,,28.092823
724,12.016511,7.828285,0.050657,171.659478,17.446517,59.597204,,61.511955
725,7.613382,5.037735,-0.0,181.882297,17.94224,57.997876,,58.893105
726,19.054793,2.635035,-4.345773,192.332616,16.546478,58.172452,,60.685677
727,17.94111,3.1342,-4.368112,114.119941,17.363631,54.842526,,57.11869
728,15.858435,13.577303,8.729049,112.575846,11.027884,38.460284,,40.893314
729,12.834783,10.130868,2.124804,35.332241,12.214002,50.895854,,52.120476
730,11.833696,7.027023,-0.0,102.735812,13.876494,80.394326,,78.29301
